name,text,episode,season
BETTY,"(sincerely) We're here for you, Bobby.BOBBY shakes his head slightly in befuddlement.CUT TO:EXT. DOUBLE R DINER - NIGHTTUNE: DANCE OF THE DREAM MANWe view a CLOSEUP on the neon 'RR' sign.CUT TO:INT. DOUBLE R DINER - NIGHTThe diner is bustling with dinner traffic. SHERIFF TRUMAN and DALE COOPER are seated at the counter. SHELLY pours SHERIFF TRUMAN some more coffee as COOPER drinks his.",2,1
SHELLY,"Can I get you anything to go with that, Sheriff?",2,1
SHERIFF TRUMAN,Agent Cooper here might want to try a slice of that pie.,2,1
COOPER,(brightening) Cherry pie?,2,1
SHELLY,Best in the tri-counties.,2,1
SHERIFF TRUMAN,"And could you ask Norma to stop by a second, Shelly?",2,1
SHELLY,Sure thing.,2,1
COOPER,(a twinkle in his eye) Nothing's a sure thing Shelly.SHELLY brandishes a grin at COOPER'S remark and then walks off. COOPER motions a distaste in his mouth.,2,1
COOPER,"Damn, I still can't get the taste of that fish filtered coffee out of my mouth.",2,1
SHERIFF TRUMAN,Me neither. (drinks some coffee),2,1
COOPER,Shelly Johnson with a 'J'?,2,1
SHERIFF TRUMAN,"Mm-hmm, husband's a trucker, Leo. Minor rap sheet.COOPER nods and makes a note as he sips his coffee. As he puts the notebook away, he looks around and sees the 'LOG LADY', MARGARET LANTERMEN, seated a couple of chairs away, cradling her log and drinking coffee. COOPER looks back at SHERIFF TRUMAN.",2,1
COOPER,(whispers) Log Lady?,2,1
SHERIFF TRUMAN,Right.,2,1
COOPER,"(waves to her) Hi.Spotting COOPER'S actions, the LOG LADY responds with a sour scowl and looks away. COOPER turns back to SHERIFF TRUMAN.",2,1
COOPER,Can I ask her about her log?,2,1
SHERIFF TRUMAN,Many have.COOPER ponders his choices. NORMA JENNINGS walks up to COOPER and SHERIFF TRUMAN and sets down a plate with a slice of cherry pie.,2,1
NORMA,"Evening, Harry.",2,1
SHERIFF TRUMAN,"Norma, like to have you meet Special Agent Dale Cooper.",2,1
COOPER,(shakes her hand) Federal Bureau of Investigation.,2,1
NORMA,Norma Jennings.,2,1
COOPER,"Mrs. Jennings, is it true that Laura Palmer used to help you with the Meals on Wheels program, delivering hot dinners to elderly shut-ins?",2,1
NORMA,"Yeah, Laura helped organize the program.COOPER starts to eat his pie.",2,1
SHERIFF TRUMAN,Do you have the names of the people on her route?,2,1
NORMA,I could get them for you.,2,1
COOPER,Would you please? And uh ... two more pieces of this incredible pie. (takes another bite),2,1
NORMA,(her eyes widen and she smiles at COOPER) Okay.NORMA moves off. SHERIFF TRUMAN looks at him.,2,1
SHERIFF TRUMAN,"Man-oh-man, you must have the metabolism of a bumblebee.As COOPER eats his pie, the LOG LADY comes up to them as she passes.",2,1
LOG LADY,"For your information, I heard you speaking about Laura Palmer?",2,1
COOPER,Yes?,2,1
LOG LADY,One day my log will have something to say about this. My Log saw something that night.,2,1
COOPER,Really? What did it see?She holds the log out.,2,1
LOG LADY,"Ask it.A moment of silence. COOPER, unsure what to do, peers down at the log. Disappointed by his lack of action the LOG LADY counters ...",2,1
LOG LADY,"I thought so.The LOG LADY walks off carrying her log.TUNE ENDS: DANCE OF THE DREAM MANCUT TO:INT. JOHNSON HOUSE - NIGHTIn the kitchen, LEO is cutting open a football with a knife at the table. SHELLY has been dropped off at the house by NORMA. LEO hears SHELLY outside the house and immediately hides the football on top of a cabinet.",2,1
SHELLY,"Thanks, Norma. See you tomorrow.TUNE: 1?We view a CLOSEUP on a bar of soap being dropped into a dark sock. LEO ties the sock off and holds it in his hand. SHELLY enters the kitchen carrying a full grocery bag. She hasn't looked at LEO yet.",2,1
SHELLY,"Hi Leo, brought you some pie.SHELLY removes a plate with a slice of pie from the bag as LEO turns around and comes toward her with the stuffed sock in hand. SHELLY looks up to see the sock in his hand and turns pale holding the slice of pie.",2,1
LEO,Where's my shirt?,2,1
SHELLY,What shirt?SHELLY slowly backpedals as LEO advances on her.,2,1
LEO,My favorite blue shirt.He slaps the pie plate out of her hands.,2,1
LEO,"That's the second one you've lost this year! I'm going to teach you a lesson now, Shelly, about taking care of my property! That means making sure things aren't lost or damaged!",2,1
SHELLY,"(very frightened) Hold on, please Leo.",2,1
LEO,This is gonna hurt you.,2,1
SHELLY,No.TUNE ENDS: 1?LEO walks over to the radio on top of the refrigerator and turns it on to a very loud tune.TUNE: NADINE'S THEME   11K,2,1
SHELLY,"No. No.SHELLY now crouches into an incompletely built corner of the room, with her hands covering her face and head. LEO starts to twirl the sock, gaining momentum and as it flies out of view, we hear it hit with a thud.TUNE ENDS: NADINE'S THEME   11KCUT TO:EXT. HAYWARD HOUSE - NIGHTWe view the front of the house and see JAMES'S motorcycle parked out front near the street.CUT TO:INT. HAYWARD HOUSE - NIGHTThe door bell rings.",2,1
DONNA,"I'll get it.DONNA answers the door and escorts JAMES into the living room, where EILEEN and DR. HAYWARD are waiting.",2,1
DONNA,"Mom, Dad ... this is James, James Hurley.DR. HAYWARDHow you do, James?",2,1
JAMES,"Nice to see you, sir ... Mrs. Hayward.",2,1
EILEEN,"Very nice to meet you, James.An awkward silence.DR. HAYWARDWell I hope you're hungry. Eileen's been cooking up a storm.",2,1
JAMES,"Yes, sir.",2,1
EILEEN,Would you like something to drink? We have some soft drinks and some fruit punch and some sparkling cider.,2,1
JAMES,"Ah, fruit punch. That'd be good, thank you.",2,1
DONNA,I'll get it,2,1
EILEEN,Okay.DONNA exits to the kitchen.,2,1
EILEEN,"Uhm, why ... why don't you fellas sit down at the table and I'll ... I'll go check on the roast.EILEEN drives her chair towards the kitchen. JAMES and DR. HAYWARD move to the dining room table and take their seats. DONNA returns from the kitchen and sets down a glass in front of JAMES.",2,1
DONNA,Here's your fruit punch.,2,1
JAMES,"Thanks, Donna.DR. HAYWARDI don't believe I know your parents, James.",2,1
JAMES,"No, sir. My dad died when I was ten and my mom ... travels a lot. She writes for the paper sometimes.",2,1
DONNA,Ed Hurley down at the Gas Farm is James's uncle.DR. HAYWARDHis wife is the lady with the patch?,2,1
JAMES,"Yes sir, that's my Aunt Nadine. She's a real character.They all laugh slightly.",2,1
EILEEN,"(from the kitchen) Will? Can you come give me a hand please?DR. HAYWARDUh, excuse me.DR. HAYWARD exits into the kitchen. DONNA whispers across the table to JAMES.",2,1
DONNA,(more intimately) We can talk after dinner.,2,1
JAMES,It's good to see you. (smiles)TUNE: LAURA PALMER'S THEME    ,2,1
DONNA,"(smiles warmly) It's good to see you, too.DONNA and JAMES both extend an arm out over the table and hold hands.TUNE ENDS: LAURA PALMER'S THEME    CUT TO:EXT. HAYWARD HOUSE - NIGHTMIKE and BOBBY pull up outside the house in MIKE'S car. They see JAMES'S motorcycle parked in front.TUNE: FRESHLY SQUEEZED (0:26 - 3:48)",2,1
BOBBY,That bastard.,2,1
MIKE,"First your girlfriend, then mine.",2,1
BOBBY,Too bad we can only kill him once. (lights a cigarette)TUNE ENDS: FRESHLY SQUEEZED (0:26 - 3:48)CUT TO:INT. DR. JACOBY'S OFFICE - NIGHTTUNE: LAURA PALMER'S THEME    We watch DR. LAWRENCE JACOBY insert an audio tape into his stereo and push the play button. He is eating malted milkballs that he is carrying in his left hand.,2,1
LAURA,"(from tape) Hey, what's up, doc? Its Laura Palmer in case you haven't guess. I'm making you another one of these tapes.DR. JACOBY stands up to retrieve a pair of headphones hanging from a hook on the wall above the stereo and plugs them in. The sound of LAURA'S voice is now coming from the headphones that he is carrying around in his hands. He then walks over to his fifties-style, Hawaiian-themed rec room and grabs a coconut off a short, fake palm tree. He moves over to a large lounge chair and lays back on it.",2,1
LAURA,"Which as you already know I've mailed it to you in one of the envelopes you gave me. It's Thursday the twenty-third, and I'm so bored ... actually I'm in kind'a of a weird mood. (slight cry in her voice) Doc, James is sweet ... but he's so dumb. I should've met you a long time ago Dr. Jacoby cause right now I can take just so much of sweet. I just know I'm going to get lost in those woods again tonight. I just know it. Remember me telling you about that mystery man. Well ...DR. JACOBY puts the headphones over both ears and and we no longer can hear her voice. As he listens his face registers a whole gamut of emotions. He then opens the coconut, which is actually a stash box disguised as a coconut, in his hand to reveal the gold half heart with the leather necklace inside that was buried under the rock in the woods by JAMES and DONNA. DR. JACOBY lifts the necklace out of the coconut and starts to cry as he continues to listen to the tape.TUNE ENDS: LAURA PALMER'S THEME    FADE OUT:CLOSE:FADE IN:TUNE: LAURA PALMER'S THEME    We view LAURA PALMER'S homecoming picture as the end credits roll.TUNE ENDS: LAURA PALMER'S THEME    FADE TO BLACK: 	",2,1
LOG LADY,"Sometime ideas, like men, jump up and say hello.They introduce themselves, these ideas, with words. Are they words? These ideas speak so strangely. All that we see in this world is based on someone's ideas. Some ideas are destructive, some are constructive. Some ideas can arrive in the form of a dream. I can say it again. Some ideas arrive in the form of a dream.FADE OUT:INTRO:FADE IN:TUNE: TWIN PEAKS THEME    CREDITS run with the scenes of a bird in a tree, the mill machinery at work, the road into town with the welcome sign, the hotel by the falls and the river.TUNE ENDS: TWIN PEAKS THEME    FADE OUT:FADE IN:INT. HORNE RESIDENCE - NIGHTIn the HORNE residence wing of the Great Northern Hotel, the HORNE family sits quietly around the dinner table. BENJAMIN HORNE and SYLVIA HORNE sit at opposite ends of a long dinner table while AUDREY HORNE and JOHNNY HORNE, wearing an Indian headdress, sit opposite each other near the middle of the table. Except for JOHNNY making a few odd sounds, the room is filled with the sounds of tableware clanking as the family eats. Until the door burst open and JERRY HORNE, BENJAMIN'S younger, wiry brother, walks in. JERRY looks back out at the hall.TUNE: FRESHLY SQUEEZED (0:00 - 0:26) (W/O SNAPS)",3,1
JERRY,"No, no, no, not in my room, in here, IN HERE!",3,1
BENJAMIN,"Jerry, back from Paris.JERRY is followed by four BELLHOPS, carrying luggage into the dining room.",3,1
JERRY,"Ben, what a nightmare.JERRY shakes his head, turns back to the BELLHOPS and points down.",3,1
JERRY,"Right THERE, no, no, right there! What is with you guys. (the BELLHOPS place the baggage down) I've got a sandwich in there and I want all those bags opened. We're looking till we find it.The BELLHOPS hop to it, all the bags are opened and they are scattering clothes around until they find several sandwiches wrapped in white paper. JERRY has moved over to AUDREY.",3,1
JERRY,"Hey Audrey, uncle Jerry's back. Sylvia.JERRY moves to SYLVIA as if to kiss her.",3,1
SYLVIA,Benjamin! (repulsed and angered by JERRY)JERRY backpedals away from SYLVIA.,3,1
JERRY,"Oh-oh, ohh, okay, okay ... gone ... goodbye. (laughs)JERRY walks over to the sandwiches, picks them all up, places them on the table and unwraps one.",3,1
JERRY,"Brother Ben, this is the best damn sandwich I ever ate, it's a baguette, with brie and butter, I had four of these damn things every day I was there. You gotta try this. (hands a sandwich to BEN) Here, go ahead, eat it, go ahead, go ahead.Very interested, BENJAMIN takes the sandwich and draws his nose over it to smell it deeply.",3,1
BENJAMIN,"Oh, yeah.BENJAMIN really likes the smell of the sandwich. Grabbing the long ends of the sandwich, he takes a large bite out of it. With his mouth full he hums in ecstasy. JERRY unwraps himself one and sits nearby at the fireplace. JERRY'S mouth is soon full from a bite of his sandwich and is laughing at BEN'S reaction.",3,1
BENJAMIN,"(with his mouth full) Uhm, this is incredible, Jerr.JERRY continues to laugh with his mouth full as BENJAMIN madly takes another big bite out of his own sandwich. SYLVIA is annoyed by their actions. BENJAMIN and JERRY talk to each other with their mouths full.",3,1
BENJAMIN,You know what this reminds us of.,3,1
JERRY,Mmm.,3,1
BENJAMIN,(barely intelligible) Remember when we were kids.,3,1
JERRY,Mm.,3,1
BENJAMIN,It reminds us of Jeanne and Jenny down by the river. Do you remember? Hmm.,3,1
JERRY,"My god, your right.",3,1
BENJAMIN,"Am I right, am I right. Hmm.",3,1
JERRY,"(laughs) Oh, no wonder.",3,1
BENJAMIN,"Hmm, hmm. (laughs)They now both laugh and hum with satisfaction from their sandwiches. BENJAMIN motions to JERRY to follow him.",3,1
BENJAMIN,"Jerr, outside, outside.BENJAMIN HORNE wipes his mouth, puts his napkin on the table, rises, smiles and looks around at his family.",3,1
BENJAMIN,"Always a pleasure.The rest of the HORNE family continue to eat silently at the table as BEN and JERRY leave the room. They both leave carrying their sandwiches and close the door to the dining room. SYLVIA has both of her hands to her bowed head in frustration.CUT TO:INT. GREAT NORTHERN HOTEL - NIGHTIn the hallway just outside dining room, BEN and JERRY talk as JERRY continues to eat his sandwich.TUNE ENDS: FRESHLY SQUEEZED(0:00 - 0:26) (W/O SNAPS)",3,1
BENJAMIN,Leland's daughter was murdered and the Norwegians left.TUNE: NAUGHTY AUDREY   35KTUNE ENDS: NAUGHTY AUDREY   35K,3,1
JERRY,Did they sign?,3,1
BENJAMIN,The deal's off.,3,1
JERRY,"(two reactions with a sigh) We had those Vikings by the horns, what happened?",3,1
BENJAMIN,"We're not a hundred percent sure, they took the translator with 'em.",3,1
JERRY,(sigh) Did you say Leland's daughter was murdered?,3,1
BENJAMIN,Yes.,3,1
JERRY,(sigh) I'm depressed.TUNE: LOVE THEME FROM TWIN PEAKS (0:00 - 1:14),3,1
BENJAMIN,"I can fix that. There's a new girl at One-Eyed Jacks, freshly scented ... from the perfume counter. And you, brother Jerr, have a fifty-fifty chance of being first in line.They both laugh slightly.",3,1
JERRY,I like those odds. All work and no play make Ben and Jerry dull boys.,3,1
BENJAMIN,That's right.,3,1
JERRY,"Let's jump in the boat.BENJAMIN and JERRY walk away and we FOCUS on the wall they were standing by. The wall has a painting of a lake surrounded by the woods.MORPH TO:EXT. BLACK LAKE - NIGHTThe cold, placid surface of Black Lake is illuminated by the moon. A 1942, solid mahogany 22 foot Fitzgerald and Lee custom streamliner runabout cuts through the water. BEN and JERRY sit together in the back seat as they are being chauffeured.TUNE ENDS: LOVE THEME FROM TWIN PEAKS (0:00 - 1:14)CUT TO:INT. HAYWARD HOUSE - NIGHTWe view a CLOSEUP on the fire in the fireplace.CUT TO:INT. HAYWARD HOUSE - NIGHTIn the living room, we see DONNA HAYWARD and JAMES HURLEY sitting on opposite ends of the sofa. EILEEN HAYWARD is in her wheelchair near DONNA and DR. WILL HAYWARD stands behind EILEEN.",3,1
JAMES,"That's great huckleberry pie, Mrs. Hayward.",3,1
EILEEN,"Thank you JamesDR. HAYWARDWell, Mrs. Hayward and I are going to say goodnight, James.",3,1
EILEEN,"Good night, James.",3,1
JAMES,Good night.,3,1
EILEEN,Good night dear.,3,1
DONNA,"Good night mom. Uh, don't worry about the dishes, I'll clean up.",3,1
EILEEN,"Okay.EILEEN steers herself into the kitchen.DR. HAYWARDAre you ... uh, coming to church with us in the morning, Donna?",3,1
DONNA,Yes.DR. HAYWARDNine o'clock sharp.,3,1
DONNA,Okay.DR. HAYWARDGood night James.,3,1
JAMES,"Good night sir.DR. HAYWARD leaves. DONNA and JAMES are alone. We PAN to see, at a distance, a grandfather clock near the front door.CUT TO:EXT. ONE-EYED JACKS - NIGHTTUNE: LAURA PALMER'S THEME    We view a large sign of a one-eyed jack, from the playing card, with a neon flashing 'J' and one pulsating, buzzing neon eye. A woman in a fur coat stands next to the sign.SOUND EFFECT: BUZZING EYE   14KCUT TO:EXT. ONE-EYED JACKS - NIGHTThe boat glides up slowly to the dock. The CHAUFFEUR tosses a line to a SECURITY GUARD to tie the boat to dock. Standing and watching is a gorgeous young female deckhand, SWABBIE, dressed in a skimpy, stylized sailor's uniform",3,1
BENJAMIN,"Hi, sailor.",3,1
SWABBIE,"Good evening, Mr. Horne.BENJAMIN walks over to the SWABBIE, extends his arms as does she, rubs his hands over her elbows and smiles at her. JERRY comes up besides them.",3,1
JERRY,"Now Ben, we're not gonna go into the casino first, are we?",3,1
BENJAMIN,"Jerr, I didn't come here to lose my shirt, I just came to take it off.",3,1
JERRY,"Yeah.CUT TO:INT. ONE-EYED JACKS - NIGHTOver the phone, a female BARTENDER listens to SWABBIE.",3,1
SWABBIE,"Kim, the Horne brothers are here.",3,1
BARTENDER,"I'll tell Blackie.TUNE ENDS: LAURA PALMER'S THEME    CUT TO:INT. ONE-EYED JACKS - NIGHTThe BARTENDER presses a button, that buzzes, to call BLACKIE. BEN and JERRY enter by stairs to a plush, cozy warmly lit room with a small bar and a pool table.",3,1
JERRY,Yodehlaayeehoo.BEN and JERRY approach the bar and JERRY orders the drinks from a scantily clad female BARTENDER.,3,1
JERRY,"Sweetheart, I'd like to order two drinks, one double scotch on the rocks and my brother would like a double scotch on the rocks. (winks)",3,1
BARTENDER,That's two double scotch on the rocks?,3,1
JERRY,"Next stop, rocket science.TUNE: FRESHLY SQUEEZED (DARK VARIANT)Several of the establishment's sensational and extraordinary WORKING GIRLS, known collectively as `The 52 Pick-Ups,` enter the room one after another. They luxuriously arrange themselves standing into two rows. BEN and JERRY take note of them as they pick up their drinks. Through the middle of the line of girls sweeps BLACKIE `THE BLACK ROSE` O'REILLY, the Madam of the House, an intelligent, strikingly attractive woman in her mid-thirties.",3,1
BENJAMIN,(whispered) Wow. Blackie.BEN walks over to her with his arms extended out to her.,3,1
BLACKIE,Benjamin.BEN kisses her hand and walks around her as he recites ...,3,1
BENJAMIN,"Shall I compare thee to a summer's day? Thou art more lovely and more temperate. (BLACKIE is amused, JERRY is bored and turns away to smile at the BARTENDER) Rough winds do not shake the darling buds of May, and every fair from fair sometimes declines. By chance or nature's changing course untrimm'd. But thy eternal summer shall not fade. Nor lose possession of that fair thou ow'st, Nor shall death brag ...JERRY walks up to them and interrupts by saying ...",3,1
JERRY,Where's the new girl?TUNE ENDS: FRESHLY SQUEEZED (DARK VARIANT)BENJAMIN has stopped reciting and is holding BLACKIE.TUNE: LAURA PALMER'S THEME    ,3,1
BLACKIE,"When you really want love ... you'll find it waiting for you.A curtain opens, revealing a gorgeous young WOMAN with the face of an angel. BEN and JERRY look at each other, then instantly back to the WOMAN. JERRY takes a coin out of his pocket, flips it, catches it on his wrist and covers it up. BENJAMIN calls it first.",3,1
BENJAMIN,"Heads.JERRY and BENJAMIN look down at the coin: heads. BEN smiles, kisses Blackie, pats his brother on the back, and starts towards the WOMAN.TUNE: THE BOOKHOUSE BOYS (2:12 - 2:31)As BENJAMIN slowly walks toward the WOMAN, she appears nervous and looks away slightly. Near her, BEN extends his palms up for her to guide him into the next room. The WOMAN'S nervousness disappears as she grabs his hands and guides him into the next room. JERRY watches.",3,1
JERRY,Wow.,3,1
BLACKIE,"Come on, we'll take care of you Jerry.JERRY, slightly depressed, is led to the bar by BLACKIE. JERRY looks at the BARTENDER.",3,1
JERRY,"Well. (they both smile)TUNE ENDS: THE BOOKHOUSE BOYS (2:12 - 2:31)TUNE ENDS: LAURA PALMER'S THEME    CUT TO:INT. HAYWARD HOUSE - NIGHTWe view a CLOSEUP on the grandfather clock showing 12:00 midnight.CUT TO:INT. HAYWARD HOUSE - NIGHTOn the couch in the living room, DONNA and JAMES sit face to face in the dark room lit only by the fireplace.",3,1
JAMES,"Donna, I don't think that what we're feeling or doing is wrong.",3,1
DONNA,Why not?TUNE: LAURA PALMER'S THEME    ,3,1
JAMES,Because it's the truth. Because I think it would have turned out this way anyway.,3,1
DONNA,You do?,3,1
JAMES,"Yes, I remember a time in school, in the hall, we were suddenly alone and we looked at each other. I almost told you I loved you then.",3,1
DONNA,It's true.,3,1
JAMES,"It is true, isn't it?",3,1
DONNA,"Oh James, I guess because of Laura, I couldn't say anything, I couldn't even let myself think it.",3,1
JAMES,Me too.,3,1
DONNA,(tender and trembling) Are we going to be together James? (she kisses him) Are we?He kisses her.,3,1
DONNA,"Are we James?He slowly moves towards her. Kissing, very passionately.TUNE ENDS: LAURA PALMER'S THEME    CUT TO:EXT. WATERFALL - NIGHTWe view the waterfall lit by moonlight with the sound of cascading water.CUT TO:EXT. GREAT NORTHERN HOTEL - NIGHTWe view the hotel lit by moonlight.CUT TO:INT. DALE COOPER'S HOTEL ROOM - NIGHTThe door flies open and FBI SPECIAL AGENT DALE COOPER enters his room. Still near the door he quickly pulls out his whittled whistle and blows twice on it. The telephone rings, he goes over, sits on the bed and answers it.",3,1
COOPER,Special Agent Dale Cooper.,3,1
HAWK,"(over the phone) Hello, its Hawk.",3,1
COOPER,"Hey Hawk, how's Ronette Pulaski?",3,1
HAWK,(over the phone) Body and spirit are still far apart.,3,1
COOPER,What did you find out from her parents?,3,1
HAWK,(over the phone) Ronette recently quit her job at the perfume counter of Horne's department store. Everything else is quiet except this afternoon there was a one-armed man snooping around intensive care.,3,1
COOPER,(stands up) A one-armed man?,3,1
HAWK,(over the phone) Left.,3,1
COOPER,Did you question him?,3,1
HAWK,"(over the phone) Negative. I pursued, but he got away.",3,1
COOPER,"Maintain an around the clock watch on Ronette and we'll speak in the morning.There is a knock at the door just before COOPER hangs up the phone. COOPER hangs up, moves to the door and finds a note on the floor near the door. He picks it up, opens the door and looks around but finds nobody. He opens the note and it reads ...CUT TO:",3,1
NOTE,TUNE: DANCE OF THE DREAM MAN (INSTRUMENT SOLO)We view a CLOSEUP of the note and read ...`JACK WITH ONE EYE`CUT TO:INT. DALE COOPER'S HOTEL ROOM - NIGHTCOOPER sniffs the note and smiles.TUNE ENDS: DANCE OF THE DREAM MAN (INSTRUMENT SOLO)CUT TO:EXT. WOODS - NIGHTTUNE: FRESHLY SQUEEZED (DARK VARIANT)BOBBY BRIGGS and MIKE NELSON pull up in BOBBY'S car next to a stand of trees. BOBBY kills the engine and turn his headlights off.,3,1
BOBBY,"You got it.MIKE pulls out switchblade from his pocket and opens the blade with a click. BOBBY grabs a flashlight. They step out of the car and walk into the woods.TUNE ENDS: FRESHLY SQUEEZED (DARK VARIANT)CUT TO:EXT. WOODS - NIGHTTUNE: WALKING IN THE DARK   32KBOBBY and MIKE walk slowly forward, MIKE lagging a step or two behind. They reach a particular tree with a large hollow knot. BOBBY reaches into the knot and pulls out a football.TUNE ENDS: WALKING IN THE DARK   32KTUNE: LAURA PALMER'S THEME    ",3,1
BOBBY,Supposed to leave it in this stupid football.,3,1
MIKE,Is it in there?BOBBY kneels down and reaches into a slit cut across the top of the hollow football. He pulls out a small packet of white powder.,3,1
BOBBY,"Not all of it.Behind a nearby tree, LEO JOHNSON turns on his flashlight and shines it up towards his own face.TUNE ENDS: LAURA PALMER'S THEME    ",3,1
LEO,"Cash on delivery, Bobby.LEO shines the light on BOBBY and MIKE and walks over to them. LEO is holding a shotgun in his left hand. BOBBY and MIKE look startled.",3,1
MIKE,(whispered to BOBBY) He's got a gun.,3,1
BOBBY,"(rises slowly) Hey, Leo.",3,1
MIKE,"Hey.LEO, now facing BOBBY, shines his flashlight in his face. BOBBY sees someone behind LEO near a tree. This person after being seen hides behind the tree.",3,1
BOBBY,Who's that? Is there someone with you.,3,1
LEO,"Never mind, toss it over here, quarterback.BOBBY tosses the football to LEO.",3,1
BOBBY,It's empty.,3,1
LEO,Is that right? Weren't you supposed to leave something in there for me?,3,1
BOBBY,(holds up the bag of cocaine) This barely covers what we paid for. Where's the rest?,3,1
LEO,Where's the rest of the money?,3,1
MIKE,There's a ... there's a problem.,3,1
LEO,(shines the light on MIKE) Problem? (moves the light back to BOBBY),3,1
BOBBY,Laura had the other half in a safety deposit box.,3,1
LEO,You think you got problems?,3,1
BOBBY,"We can get it, Leo, just wait till everything settles down.",3,1
LEO,You punks owe me ten grand. (shines his light on his boots) Leo needs a new pair of shoes. (moves the light back to BOBBY),3,1
BOBBY,"Okay, we won't take delivery on the drugs until you get the cash.",3,1
LEO,Do I look like a bank!?,3,1
BOBBY,"I appreciate your position, but this thing with Laura, how could I anticipate that kind of thing.",3,1
LEO,"(grabs BOBBY'S jacket) Hey man, Laura was a wild girl.",3,1
BOBBY,Tell me about it.,3,1
LEO,"Maybe. Someday.LEO'S right next to BOBBY, MIKE is standing to the left side of BOBBY. MIKE reaches into his pocket. Without taking his eyes off BOBBY, LEO slowly swivels the shotgun around and trains it on MIKE and then places the light on his face.",3,1
LEO,"Take your hand out of your pocket, Mike.MIKE slowly takes his hand out and lifts them up.",3,1
BOBBY,"What is your problem, Leo?",3,1
LEO,(shines the light on his own face) Problem? You want to know about problems?,3,1
BOBBY,Okay.,3,1
LEO,"Your on the road ... driving back and forth, gone for days. You get back and guess what?",3,1
BOBBY,What?,3,1
LEO,You find out your old lady's been givin' it away.,3,1
BOBBY,Yeah?,3,1
LEO,"Yeah. Steppin' out, in your own damn bedroom. That's a problem.",3,1
BOBBY,"Yeah, I guess so. I guess it is. (LEO shines the light on his face) Do you know who?",3,1
LEO,A man needs a clean house.,3,1
BOBBY,Sure yeah ... so do you know who?,3,1
LEO,(moves the light to MIKE) I'll take care of it.,3,1
BOBBY,"Sure you will man and this other thing, hell, we'll take care of that, don't you worry about that. We'll get the cash and everything'll be square.LEO shines the light on his own face and laughs. He pauses for a while and stares at BOBBY then says ...",3,1
LEO,Go out for a pass.,3,1
BOBBY,"What?LEO drops the light, pumps the shotgun to load it and points it at BOBBY. MIKE and BOBBY are frightened and slightly raise their hands.",3,1
LEO,Go out for a pass.BOBBY and MIKE back away from him.,3,1
MIKE,Geez. Just leave.,3,1
BOBBY,"Okay, Leo.",3,1
LEO,Run!,3,1
MIKE,Just take it easy.,3,1
LEO,"RUN!BOBBY and MIKEOkay, take it easy, man! Take it easy!TUNE: RUNNING SCARED",3,1
LEO,"RUN!BOBBY and MIKE turn and start running away from him, back towards the car. We view BOBBY'S point of view as he runs helter-skelter through the woods with his flashlight lighting the way.As they reach the car, a football thuds onto the hood of the car, scaring the shit out of MIKE and BOBBY. They look at each other.",3,1
MIKE,"Damn it, I'm done Bobby.",3,1
BOBBY,"Let's get the hell out of here.They jump into the car and speed off into the night.TUNE ENDS: RUNNING SCAREDFADE OUT:FADE IN:EXT. HURLEY HOUSE - DAYWe view a CLOSEUP on the front door knob as 'BIG' ED HURLEY turns the knob with his wrists because his hands are covered in black grease.CUT TO:INT. HURLEY HOUSE - DAYOn the living room floor, NADINE HURLEY, in workout gear, is vigorously rowing on her rowing machine. Wearing a greasy gas station outfit, 'BIG' ED HURLEY enters the house and stops when he sees NADINE rowing away. BIG ED tries to tiptoe around behind NADINE so she doesn't see him but in doing so he steps on the drape runners and cotton balls laid out on the floor. Cotton balls and the drape runners scatter as BIG ED tries to keep from falling. Some of the grease from his hands falls on the cotton balls. NADINE hears the ruckus and stops rowing to see what has happened.",3,1
NADINE,Ed!,3,1
BIG ED,"I'm sorry, honey, I didn't see it there.",3,1
NADINE,You stepped on my drape runner.,3,1
BIG ED,"Well, honey, it was right out in the middle of the floor.",3,1
NADINE,"You think that's an accident. I laid those out there myself, I was up all night working on that invention. I'm going to have the world's first 100 quiet runner!",3,1
BIG ED,"Well I'm really sorry, Nadine.",3,1
NADINE,"ED, YOU MAKE ME SICK!BIG ED nods and moves into the other room. NADINE starts to row again. Pumped up with rage, NADINE grips the metal oars and pulls back on them. We hear NADINE grunting along with the screech of rending steel as she bends the oars back like willow sticks.CUT TO:EXT. TWIN PEAKS SHERIFF DEPARTMENT - DAYTUNE: THE BOOKHOUSE BOYS (0:36 - 0:58)In the woods, behind the station, LUCY MORAN is holding the end of a tape measure to her nose. We follow the length of the tape measure to its other end and see a small table set up near a blackboard. The table is covered with stacked donuts of several varieties. At the other end of the tape measure is SHERIFF HARRY S. TRUMAN and DEPUTY TOMMY 'THE HAWK' HILL. They are using the tape measure to find the distance from LUCY to the nearby stump where an empty milk bottle has been placed on top. COOPER, with coffee cup in hand, is writing names with a piece of chalk on a blackboard near the table of donuts. COOPER looks over to SHERIFF TRUMAN.",3,1
SHERIFF TRUMAN,"That's it, exactly sixty feet, six inches.",3,1
COOPER,"Perfect.At the stump, HAWK whispers to the SHERIFF TRUMAN, who shakes his head and answers.",3,1
HAWK,What do you think he's up to?,3,1
